title,artist,rank,genre,year
Fancy,Iggy Azalea Featuring Charli XCX,3,pop,2014
Talk Dirty,Jason Derulo Featuring 2 Chainz,4,pop,2014
The Monster,Eminem Featuring Rihanna,5,pop,2014
Black Widow,Iggy Azalea Featuring Rita Ora,6,pop,2014
Drunk In Love,Beyonce Featuring Jay Z,7,pop,2014
Wiggle,Jason Derulo Featuring Snoop Dogg,8,pop,2014
Anaconda,Nicki Minaj,9,pop,2014
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,10,pop,2014
Don't Tell 'Em,Jeremih Featuring YG,11,pop,2014
Show Me,Kid Ink Featuring Chris Brown,12,pop,2014
The Man,Aloe Blacc,13,pop,2014
Hot Boy,Bobby Shmurda,14,pop,2014
2 On,Tinashe Featuring ScHoolboy Q,15,pop,2014
Na Na,Trey Songz,16,pop,2014
My Hitta,YG Featuring Jeezy & Rich Homie Quan,17,pop,2014
"Hold On, We're Going Home",Drake Featuring Majid Jordan,18,pop,2014
Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,19,pop,2014
New Flame,Chris Brown Featuring Usher & Rick Ross,20,pop,2014
Partition,Beyonce,21,pop,2014
Love Never Felt So Good,Michael Jackson & Justin Timberlake,22,pop,2014
No Mediocre,T.I. Featuring Iggy Azalea,23,pop,2014
Studio,ScHoolboy Q Featuring BJ The Chicago Kid,24,pop,2014
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",25,pop,2014
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,26,pop,2014
Believe Me,Lil Wayne Featuring Drake,27,pop,2014
Paranoid,Ty Dolla $ign Featuring B.o.B,28,pop,2014
0 To 100 / The Catch Up,Drake,29,pop,2014
Pills N Potions,Nicki Minaj,30,pop,2014
The Worst,Jhene Aiko,31,pop,2014
We Dem Boyz,Wiz Khalifa,32,pop,2014
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,33,pop,2014
Rap God,Eminem,34,pop,2014
No Flex Zone,Rae Sremmurd,35,pop,2014
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,36,pop,2014
Trophies,Young Money Featuring Drake,37,pop,2014
Who Do You Love?,YG Featuring Drake,38,pop,2014
All Me,Drake Featuring 2 Chainz & Big Sean,39,pop,2014
About The Money,T.I. Featuring Young Thug,40,pop,2014
It Won't Stop,Sevyn Streeter Featuring Chris Brown,41,pop,2014
Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",42,pop,2014
Main Chick,Kid Ink Featuring Chris Brown,43,pop,2014
Cut Her Off,KCamp Featuring 2 Chainz,44,pop,2014
Work,Iggy Azalea,45,pop,2014
Up Down (Do This All Day),T-Pain Featuring B.o.B,46,pop,2014
Come Get It Bae,Pharrell Williams,47,pop,2014
Stoner,Young Thug,48,pop,2014
Good Kisser,Usher,49,pop,2014
V. 3005,Childish Gambino,50,pop,2014
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,51,pop,2014
I Don't F**k With You,Big Sean Featuring E-40,52,pop,2014
No Type,Rae Sremmurd,53,pop,2014
Tuesday,I LOVE MAKONNEN Featuring Drake,54,pop,2014
Man Of The Year,ScHoolboy Q,55,pop,2014
Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",56,pop,2014
Love More,Chris Brown Featuring Nicki Minaj,57,pop,2014
Holy Grail,Jay Z Featuring Justin Timberlake,58,pop,2014
Fight Night,Migos,59,pop,2014
XO,Beyonce,60,pop,2014
The Language,Drake,61,pop,2014
Ride,SoMo,62,pop,2014
Part II (On The Run),Jay Z Featuring Beyonce,63,pop,2014
Gas Pedal,Sage The Gemini Featuring IamSu!,64,pop,2014
i,Kendrick Lamar,65,pop,2014
Hookah,Tyga Featuring Young Thug,66,pop,2014
Headlights,Eminem Featuring Nate Ruess,67,pop,2014
Foreign,Trey Songz,68,pop,2014
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,69,pop,2014
She Twerkin,Ca$h Out,70,pop,2014
Bound 2,Kanye West,71,pop,2014
24 Hours,TeeFLii Featuring 2 Chainz,72,pop,2014
They Don't Know,Rico Love,73,pop,2014
TKO,Justin Timberlake,74,pop,2014
Handsome And Wealthy,Migos,75,pop,2014
I Won,Future Featuring Kanye West,76,pop,2014
Walk Thru,Rich Homie Quan Featuring Problem,77,pop,2014
You & I (Nobody In The World),John Legend,78,pop,2014
I Luv This Sh*t,August Alsina Featuring Trinidad James,79,pop,2014
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,80,pop,2014
Can't Raise A Man,K. Michelle,81,pop,2014
Berzerk,Eminem,82,pop,2014
2AM.,Adrian Marcel Featuring Sage The Gemini,83,pop,2014
Survival,Eminem,84,pop,2014
Confident,Justin Bieber Featuring Chance The Rapper,85,pop,2014
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",86,pop,2014
Seen It All,Jeezy Featuring Jay Z,87,pop,2014
I Mean It,G-Eazy Featuring Remo,88,pop,2014
Money Baby,KCamp Featuring Kwony Ca$h,89,pop,2014
Yayo,Snootie Wild & Yo Gotti & DJ Drama,90,pop,2014
No Love,August Alsina,91,pop,2014
Worst Behavior,Drake,92,pop,2014
Tom Ford,JAY-Z,93,pop,2014
I Know,Yo Gotti Featuring Rich Homie Quan,94,pop,2014
HeadBand,B.o.B Featuring 2 Chainz,95,pop,2014
Guts Over Fear,Eminem Featuring Sia,96,pop,2014
Often,The Weeknd,97,pop,2014
She Knows,J. Cole Featuring Amber Coffman & The Cults,98,pop,2014
John Doe,B.o.B Featuring Priscilla,99,pop,2014
Red Nose,Sage The Gemini,100,pop,2014
See You Again,Wiz Khalifa Featuring Charlie Puth,1,pop,2015
Trap Queen,Fetty Wap,2,pop,2015
Watch Me,Silento,3,pop,2015
The Hills,The Weeknd,4,pop,2015
Can't Feel My Face,The Weeknd,5,pop,2015
Earned It (Fifty Shades Of Grey),The Weeknd,6,pop,2015
679,Fetty Wap Featuring Remy Boyz,7,pop,2015
Hotline Bling,Drake,8,pop,2015
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,9,pop,2015
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,10,pop,2015
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,11,pop,2015
Somebody,Natalie La Rose Featuring Jeremih,12,pop,2015
My Way,Fetty Wap Featuring Monty,13,pop,2015
B**** Better Have My Money,Rihanna,14,pop,2015
Nasty Freestyle,T-Wayne,15,pop,2015
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",16,pop,2015
I Don't Mind,Usher Featuring Juicy J,17,pop,2015
I Don't F**k With You,Big Sean Featuring E-40,18,pop,2015
7/11,Beyonce,19,pop,2015
Flex (Ooh Ooh Ooh),Rich Homie Quan,20,pop,2015
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,21,pop,2015
Classic Man,Jidenna Featuring Roman GianArthur,22,pop,2015
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,23,pop,2015
Blessings,Big Sean Featuring Drake,24,pop,2015
No Type,Rae Sremmurd,25,pop,2015
One Dance,Drake Featuring WizKid & Kyla,1,pop,2016
Panda,Desiigner,2,pop,2016
Work,Rihanna Featuring Drake,3,pop,2016
Needed Me,Rihanna,4,pop,2016
"Me, Myself & I",G-Eazy x Bebe Rexha,5,pop,2016
Hotline Bling,Drake,6,pop,2016
Too Good,Drake Featuring Rihanna,7,pop,2016
Broccoli,D.R.A.M. Featuring Lil Yachty,8,pop,2016
Here,Alessia Cara,9,pop,2016
The Hills,The Weeknd,10,pop,2016
Controlla,Drake,11,pop,2016
Jumpman,Drake & Future,12,pop,2016
Don't Mind,Kent Jones,13,pop,2016
Don't,Bryson Tiller,14,pop,2016
Low Life,Future Featuring The Weeknd,15,pop,2016
For Free,DJ Khaled Featuring Drake,16,pop,2016
Starboy,The Weeknd Featuring Daft Punk,17,pop,2016
2 Phones,Kevin Gates,18,pop,2016
Oui,Jeremih,19,pop,2016
In The Night,The Weeknd,20,pop,2016
Down In The DM,Yo Gotti Featuring Nicki Minaj,21,pop,2016
Luv,Tory Lanez,22,pop,2016
Sorry,Beyonce,23,pop,2016
Say It,Tory Lanez,24,pop,2016
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",25,pop,2016
Exchange,Bryson Tiller,26,pop,2016
Antidote,Travis Scott,27,pop,2016
Pop Style,Drake Featuring The Throne,28,pop,2016
679,Fetty Wap Featuring Remy Boyz,29,pop,2016
White Iverson,Post Malone,31,pop,2016
Cut It,O.T. Genasis Featuring Young Dolph,32,pop,2016
Back To Sleep,Chris Brown,33,pop,2016
No Limit,Usher Featuring Young Thug,34,pop,2016
Wicked,Future,35,pop,2016
Tiimmy Turner,Desiigner,36,pop,2016
Black Beatles,Rae Sremmurd Featuring Gucci Mane,37,pop,2016
Really Really,Kevin Gates,38,pop,2016
"Father Stretch My Hands, Pt. 1",Kanye West,39,pop,2016
Summer Sixteen,Drake,40,pop,2016
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,41,pop,2016
I Got The Keys,DJ Khaled Featuring Jay Z & Future,42,pop,2016
Money Longer,Lil Uzi Vert,43,pop,2016
Uber Everywhere,MadeinTYO,44,pop,2016
THat Part,ScHoolboy Q Featuring Kanye West,45,pop,2016
Best Friend,Young Thug,46,pop,2016
Can't Feel My Face,The Weeknd,47,pop,2016
Hold Up,Beyonce,48,pop,2016
Come And See Me,PARTYNEXTDOOR Featuring Drake,49,pop,2016
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,50,pop,2016
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,51,pop,2016
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,52,pop,2016
OOOUUU,Young M.A,53,pop,2016
My PYT,Wale,54,pop,2016
1 Night,Lil Yachty,55,pop,2016
Again,Fetty Wap,56,pop,2016
Childs Play,Drake,57,pop,2016
Formation,Beyonce,58,pop,2016
Wake Up,Fetty Wap,59,pop,2016
Caroline,Amine,60,pop,2016
Famous,Kanye West,61,pop,2016
You Was Right,Lil Uzi Vert,62,pop,2016
Body,Dreezy Featuring Jeremih,63,pop,2016
Still Here,Drake,64,pop,2016
Do It Like Me,DLOW,65,pop,2016
Promise,Kid Ink Featuring Fetty Wap,66,pop,2016
Hit The Quan,iLoveMemphis,67,pop,2016
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,68,pop,2016
Might Not,Belly Featuring The Weeknd,69,pop,2016
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,70,pop,2016
Hype,Drake,71,pop,2016
Kiss It Better,Rihanna,73,pop,2016
Big Rings,Drake & Future,74,pop,2016
My Boo,Ghost Town DJ's,75,pop,2016
Where Ya At,Future Featuring Drake,76,pop,2016
Lockjaw,French Montana Featuring Kodak Black,77,pop,2016
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,78,pop,2016
X,21 Savage & Metro Boomin Featuring Future,79,pop,2016
Sorry Not Sorry,Bryson Tiller,80,pop,2016
Acquainted,The Weeknd,81,pop,2016
No Shopping,French Montana Featuring Drake,82,pop,2016
Watch Out,2 Chainz,83,pop,2016
Gangsta,Kehlani,84,pop,2016
Sex With Me,Rihanna,85,pop,2016
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",86,pop,2016
Back Up,DeJ Loaf Featuring Big Sean,87,pop,2016
Look Alive,Rae Sremmurd,88,pop,2016
Grammys,Drake Featuring Future,89,pop,2016
Law,Yo Gotti Featuring E-40,90,pop,2016
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,91,pop,2016
The Fix,Nelly Featuring Jeremih,92,pop,2016
Key To The Streets,YFN Lucci Featuring Migos & Trouble,93,pop,2016
Grass Ain't Greener,Chris Brown,94,pop,2016
Fade,Kanye West,95,pop,2016
New Level,A$AP Ferg Featuring Future,96,pop,2016
Moolah,Young Greatness,97,pop,2016
With You,Drake Featuring PARTYNEXTDOOR,98,pop,2016
Stick Talk,Future,99,pop,2016
Might Be,DJ Luke Nasty,100,pop,2016
That's What I Like,Bruno Mars,1,pop,2017
Humble.,Kendrick Lamar,2,pop,2017
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",3,pop,2017
Bad And Boujee,Migos Featuring Lil Uzi Vert,4,pop,2017
Unforgettable,French Montana Featuring Swae Lee,5,pop,2017
Congratulations,Post Malone Featuring Quavo,6,pop,2017
Mask Off,Future,7,pop,2017
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,8,pop,2017
XO TOUR Llif3,Lil Uzi Vert,9,pop,2017
Bodak Yellow (Money Moves),Cardi B,10,pop,2017
Black Beatles,Rae Sremmurd Featuring Gucci Mane,11,pop,2017
24K Magic,Bruno Mars,12,pop,2017
Starboy,The Weeknd Featuring Daft Punk,13,pop,2017
iSpy,KYLE Featuring Lil Yachty,14,pop,2017
Redbone,Childish Gambino,15,pop,2017
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,16,pop,2017
I Feel It Coming,The Weeknd Featuring Daft Punk,17,pop,2017
Fake Love,Drake,18,pop,2017
Bounce Back,Big Sean,19,pop,2017
Bad Things,Machine Gun Kelly x Camila Cabello,20,pop,2017
Love On The Brain,Rihanna,21,pop,2017
Location,Khalid,22,pop,2017
Bank Account,21 Savage,23,pop,2017
Rake It Up,Yo Gotti Featuring Nicki Minaj,24,pop,2017
T-Shirt,Migos,25,pop,2017
Tunnel Vision,Kodak Black,26,pop,2017
Rockstar,Post Malone Featuring 21 Savage,27,pop,2017
Rolex,Ayo & Teo,28,pop,2017
DNA.,Kendrick Lamar,29,pop,2017
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,30,pop,2017
Passionfruit,Drake,31,pop,2017
Swang,Rae Sremmurd,32,pop,2017
Loyalty.,Kendrick Lamar Featuring Rihanna,33,pop,2017
Slide,Calvin Harris Featuring Frank Ocean & Migos,34,pop,2017
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,35,pop,2017
Both,Gucci Mane Featuring Drake,36,pop,2017
Caroline,Amine,37,pop,2017
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",38,pop,2017
Love Galore,SZA Featuring Travis Scott,39,pop,2017
Slippery,Migos Featuring Gucci Mane,40,pop,2017
Young Dumb & Broke,Khalid,41,pop,2017
Magnolia,Playboi Carti,42,pop,2017
Everyday We Lit,YFN Lucci Featuring PnB Rock,43,pop,2017
Do Re Mi,blackbear,44,pop,2017
I Get The Bag,Gucci Mane Featuring Migos,45,pop,2017
Butterfly Effect,Travis Scott,46,pop,2017
Look At Me!,XXXTENTACION,47,pop,2017
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,48,pop,2017
Love.,Kendrick Lamar Featuring Zacari,49,pop,2017
Party,Chris Brown Featuring Usher & Gucci Mane,50,pop,2017
Deja Vu,J. Cole,51,pop,2017
Portland,Drake Featuring Quavo & Travis Scott,52,pop,2017
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",53,pop,2017
The Weekend,SZA,54,pop,2017
First Day Out,Tee Grizzley,55,pop,2017
Party Monster,The Weeknd,56,pop,2017
Love Me Now,John Legend,57,pop,2017
Gucci Gang,Lil Pump,58,pop,2017
Versace On The Floor,Bruno Mars,59,pop,2017
Goosebumps,Travis Scott,60,pop,2017
Moves,Big Sean,61,pop,2017
Used To This,Future Featuring Drake,62,pop,2017
Losin Control,Russ,63,pop,2017
The Race,Tay-K,64,pop,2017
OOOUUU,Young M.A,65,pop,2017
Privacy,Chris Brown,66,pop,2017
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,67,pop,2017
Shining,DJ Khaled Featuring Beyonce & JAY Z,68,pop,2017
No Heart,21 Savage & Metro Boomin,69,pop,2017
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,70,pop,2017
Reminder,The Weeknd,71,pop,2017
Roll In Peace,Kodak Black Featuring XXXTENTACION,72,pop,2017
Good Drank,2 Chainz x Gucci Mane x Quavo,73,pop,2017
X,21 Savage & Metro Boomin Featuring Future,74,pop,2017
Jocelyn Flores,XXXTENTACION,75,pop,2017
Element.,Kendrick Lamar,76,pop,2017
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,77,pop,2017
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,78,pop,2017
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,79,pop,2017
Selfish,PnB Rock,80,pop,2017
I Fall Apart,Post Malone,81,pop,2017
Relationship,Young Thug Featuring Future,82,pop,2017
Gyalchester,Drake,83,pop,2017
Transportin',Kodak Black,84,pop,2017
Selfish,Future Featuring Rihanna,85,pop,2017
B.E.D.,Jacquees,86,pop,2017
Broccoli,D.R.A.M. Featuring Lil Yachty,87,pop,2017
F**k Love,XXXTENTACION Featuring Trippie Redd,88,pop,2017
4 AM,2 Chainz Featuring Travis Scott,89,pop,2017
Neighbors,J. Cole,90,pop,2017
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",91,pop,2017
No Frauds,"Nicki Minaj, Drake & Lil Wayne",92,pop,2017
Sneakin',Drake Featuring 21 Savage,93,pop,2017
Sauce It Up,Lil Uzi Vert,94,pop,2017
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",95,pop,2017
Prblms,6LACK,96,pop,2017
You Was Right,Lil Uzi Vert,97,pop,2017
Questions,Chris Brown,98,pop,2017
No Complaints,Metro Boomin Featuring Offset & Drake,99,pop,2017
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,100,pop,2017
God's Plan,Drake,1,pop,2018
I Like It,"Cardi B, Bad Bunny & J Balvin",2,pop,2018
In My Feelings,Drake,3,pop,2018
Psycho,Post Malone Featuring Ty Dolla $ign,4,pop,2018
Nice For What,Drake,5,pop,2018
Rockstar,Post Malone Featuring 21 Savage,6,pop,2018
Lucid Dreams,Juice WRLD,7,pop,2018
Better Now,Post Malone,8,pop,2018
Finesse,Bruno Mars & Cardi B,9,pop,2018
Boo'd Up,Ella Mai,10,pop,2018
Look Alive,BlocBoy JB Featuring Drake,11,pop,2018
Sad!,XXXTENTACION,12,pop,2018
Yes Indeed,Lil Baby & Drake,13,pop,2018
Taste,Tyga Featuring Offset,14,pop,2018
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,15,pop,2018
MotorSport,"Migos, Nicki Minaj & Cardi B",16,pop,2018
Let You Down,NF,17,pop,2018
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,18,pop,2018
Pray For Me,The Weeknd & Kendrick Lamar,19,pop,2018
Gucci Gang,Lil Pump,20,pop,2018
Sicko Mode,Travis Scott,21,pop,2018
Walk It Talk It,Migos Featuring Drake,22,pop,2018
Him & I,G-Eazy & Halsey,23,pop,2018
Stir Fry,Migos,24,pop,2018
All The Stars,Kendrick Lamar & SZA,25,pop,2018
This Is America,Childish Gambino,26,pop,2018
Nonstop,Drake,27,pop,2018
I Fall Apart,Post Malone,28,pop,2018
Freaky Friday,Lil Dicky Featuring Chris Brown,29,pop,2018
Gummo,6ix9ine,30,pop,2018
Ric Flair Drip,Offset & Metro Boomin,31,pop,2018
Be Careful,Cardi B,32,pop,2018
Plug Walk,Rich The Kid,33,pop,2018
Bartier Cardi,Cardi B Featuring 21 Savage,34,pop,2018
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",35,pop,2018
Love.,Kendrick Lamar Featuring Zacari,36,pop,2018
Moonlight,XXXTENTACION,37,pop,2018
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",38,pop,2018
Plain Jane,A$AP Ferg Featuring Nicki Minaj,39,pop,2018
I Get The Bag,Gucci Mane Featuring Migos,40,pop,2018
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",41,pop,2018
Lemon,N*E*R*D & Rihanna,42,pop,2018
Call Out My Name,The Weeknd,43,pop,2018
Bodak Yellow (Money Moves),Cardi B,44,pop,2018
I'm Upset,Drake,45,pop,2018
Trip,Ella Mai,46,pop,2018
Sky Walker,Miguel Featuring Travis Scott,47,pop,2018
Outside Today,YoungBoy Never Broke Again,48,pop,2018
Chun-Li,Nicki Minaj,49,pop,2018
Changes,XXXTENTACION,50,pop,2018
Powerglide,Rae Sremmurd & Juicy J,51,pop,2018
River,Eminem Featuring Ed Sheeran,52,pop,2018
Apes**t,The Carters,53,pop,2018
New Freezer,Rich The Kid Featuring Kendrick Lamar,54,pop,2018
All Girls Are The Same,Juice WRLD,55,pop,2018
I Love It,Kanye West & Lil Pump,56,pop,2018
Drip Too Hard,Lil Baby & Gunna,57,pop,2018
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,58,pop,2018
Mo Bamba,Sheck Wes,59,pop,2018
Japan,Famous Dex,60,pop,2018
Ring,Cardi B Featuring Kehlani,61,pop,2018
Candy Paint,Post Malone,62,pop,2018
Rubbin Off The Paint,YBN Nahmir,63,pop,2018
Pick It Up,Famous Dex Featuring A$AP Rocky,64,pop,2018
Roll In Peace,Kodak Black Featuring XXXTENTACION,65,pop,2018
