title,artist,rank,genre,year
Bad Blood,Taylor Swift Featuring Kendrick Lamar,4,pop,2015
Sugar,Maroon 5,5,pop,2015
Blank Space,Taylor Swift,6,pop,2015
See You Again,Wiz Khalifa Featuring Charlie Puth,7,pop,2015
Love Me Like You Do,Ellie Goulding,8,pop,2015
Thinking Out Loud,Ed Sheeran,10,pop,2015
Want To Want Me,Jason Derulo,11,pop,2015
Style,Taylor Swift,12,pop,2015
Good For You,Selena Gomez Featuring A$AP Rocky,13,pop,2015
Cheerleader,OMI,14,pop,2015
Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",15,pop,2015
Worth It,Fifth Harmony Featuring Kid Ink,16,pop,2015
Jealous,Nick Jonas,17,pop,2015
Talking Body,Tove Lo,18,pop,2015
Take Me To Church,Hozier,19,pop,2015
Earned It (Fifty Shades Of Grey),The Weeknd,20,pop,2015
Photograph,Ed Sheeran,21,pop,2015
Locked Away,R. City Featuring Adam Levine,22,pop,2015
Stitches,Shawn Mendes,23,pop,2015
Time Of Our Lives,Pitbull & Ne-Yo,24,pop,2015
Cool For The Summer,Demi Lovato,25,pop,2015
Where Are U Now,Skrillex & Diplo With Justin Bieber,26,pop,2015
Somebody,Natalie La Rose Featuring Jeremih,27,pop,2015
I'm Not The Only One,Sam Smith,28,pop,2015
The Hills,The Weeknd,29,pop,2015
Wildest Dreams,Taylor Swift,30,pop,2015
Lips Are Movin,Meghan Trainor,31,pop,2015
Love Me Harder,Ariana Grande & The Weeknd,32,pop,2015
What Do You Mean?,Justin Bieber,33,pop,2015
Animals,Maroon 5,34,pop,2015
Chains,Nick Jonas,35,pop,2015
One Last Time,Ariana Grande,36,pop,2015
Uma Thurman,Fall Out Boy,37,pop,2015
"Honey, I'm Good.",Andy Grammer,38,pop,2015
You Know You Like It,DJ Snake & AlunaGeorge,39,pop,2015
Fight Song,Rachel Platten,40,pop,2015
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,41,pop,2015
Drag Me Down,One Direction,42,pop,2015
The Heart Wants What It Wants,Selena Gomez,43,pop,2015
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,44,pop,2015
Prayer In C,Lillywood & Robin Schulz,45,pop,2015
Blame,Calvin Harris Featuring John Newman,46,pop,2015
Waves,Mr. Probz,47,pop,2015
Outside,Calvin Harris Featuring Ellie Goulding,48,pop,2015
Don't,Ed Sheeran,49,pop,2015
Night Changes,One Direction,50,pop,2015
Love Yourself,Justin Bieber,1,pop,2016
Cheap Thrills,Sia Featuring Sean Paul,2,pop,2016
Don't Let Me Down,The Chainsmokers Featuring Daya,3,pop,2016
Stressed Out,twenty one pilots,4,pop,2016
I Took A Pill In Ibiza,Mike Posner,5,pop,2016
This Is What You Came For,Calvin Harris Featuring Rihanna,6,pop,2016
One Dance,Drake Featuring WizKid & Kyla,7,pop,2016
Sorry,Justin Bieber,8,pop,2016
Ride,twenty one pilots,9,pop,2016
Can't Stop The Feeling!,Justin Timberlake,10,pop,2016
My House,Flo Rida,11,pop,2016
Pillowtalk,Zayn,12,pop,2016
Cake By The Ocean,DNCE,13,pop,2016
Treat You Better,Shawn Mendes,14,pop,2016
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,15,pop,2016
Closer,The Chainsmokers Featuring Halsey,16,pop,2016
"Me, Myself & I",G-Eazy x Bebe Rexha,17,pop,2016
Hello,Adele,18,pop,2016
Cold Water,Major Lazer Featuring Justin Bieber & MO,19,pop,2016
Same Old Love,Selena Gomez,20,pop,2016
Dangerous Woman,Ariana Grande,21,pop,2016
7 Years,Lukas Graham,22,pop,2016
In The Night,The Weeknd,23,pop,2016
Roses,The Chainsmokers Featuring Rozes,24,pop,2016
Here,Alessia Cara,25,pop,2016
Hands To Myself,Selena Gomez,26,pop,2016
Send My Love (To Your New Lover),Adele,27,pop,2016
Gold,Kiiara,28,pop,2016
Heathens,twenty one pilots,29,pop,2016
Never Forget You,Zara Larsson & MNEK,30,pop,2016
Let Me Love You,DJ Snake Featuring Justin Bieber,31,pop,2016
"Sit Still, Look Pretty",Daya,32,pop,2016
Just Like Fire,P!nk,33,pop,2016
Close,Nick Jonas Featuring Tove Lo,34,pop,2016
Into You,Ariana Grande,35,pop,2016
Hide Away,Daya,36,pop,2016
On My Mind,Ellie Goulding,37,pop,2016
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,38,pop,2016
Let It Go,James Bay,39,pop,2016
Never Be Like You,Flume Featuring Kai,40,pop,2016
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,41,pop,2016
I Hate U I Love U,gnash Featuring Olivia O'Brien,42,pop,2016
Work,Rihanna Featuring Drake,43,pop,2016
One Call Away,Charlie Puth,44,pop,2016
Stitches,Shawn Mendes,45,pop,2016
Too Good,Drake Featuring Rihanna,46,pop,2016
No,Meghan Trainor,47,pop,2016
Hotline Bling,Drake,48,pop,2016
Middle,DJ Snake Featuring Bipolar Sunshine,49,pop,2016
Wild Things,Alessia Cara,50,pop,2016
Shape Of You,Ed Sheeran,1,pop,2017
That's What I Like,Bruno Mars,2,pop,2017
Stay,Zedd & Alessia Cara,3,pop,2017
There's Nothing Holdin' Me Back,Shawn Mendes,4,pop,2017
It Ain't Me,Kygo x Selena Gomez,5,pop,2017
Attention,Charlie Puth,6,pop,2017
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,7,pop,2017
Slow Hands,Niall Horan,8,pop,2017
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,9,pop,2017
Scars To Your Beautiful,Alessia Cara,10,pop,2017
Something Just Like This,The Chainsmokers & Coldplay,11,pop,2017
Strip That Down,Liam Payne Featuring Quavo,12,pop,2017
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,13,pop,2017
Love On The Brain,Rihanna,14,pop,2017
Believer,Imagine Dragons,15,pop,2017
Side To Side,Ariana Grande Featuring Nicki Minaj,16,pop,2017
I Feel It Coming,The Weeknd Featuring Daft Punk,17,pop,2017
Bad Things,Machine Gun Kelly x Camila Cabello,18,pop,2017
Issues,Julia Michaels,19,pop,2017
Paris,The Chainsmokers,20,pop,2017
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",21,pop,2017
Closer,The Chainsmokers Featuring Halsey,22,pop,2017
Now Or Never,Halsey,23,pop,2017
Say You Won't Let Go,James Arthur,24,pop,2017
Mercy,Shawn Mendes,25,pop,2017
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,26,pop,2017
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,27,pop,2017
Starboy,The Weeknd Featuring Daft Punk,28,pop,2017
Sorry Not Sorry,Demi Lovato,29,pop,2017
Feel It Still,Portugal. The Man,30,pop,2017
Castle On The Hill,Ed Sheeran,31,pop,2017
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,32,pop,2017
No Promises,Cheat Codes Featuring Demi Lovato,33,pop,2017
Starving,Hailee Steinfeld & Grey Featuring Zedd,34,pop,2017
24K Magic,Bruno Mars,35,pop,2017
Let Me Love You,DJ Snake Featuring Justin Bieber,36,pop,2017
Unforgettable,French Montana Featuring Swae Lee,37,pop,2017
Cold,Maroon 5 Featuring Future,38,pop,2017
Praying,Kesha,39,pop,2017
All Time Low,Jon Bellion,40,pop,2017
Look What You Made Me Do,Taylor Swift,41,pop,2017
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",42,pop,2017
Body Like A Back Road,Sam Hunt,43,pop,2017
Chained To The Rhythm,Katy Perry Featuring Skip Marley,44,pop,2017
What Lovers Do,Maroon 5 Featuring SZA,45,pop,2017
This Town,Niall Horan,46,pop,2017
What About Us,P!nk,47,pop,2017
Down,Marian Hill,48,pop,2017
Slide,Calvin Harris Featuring Frank Ocean & Migos,49,pop,2017
Water Under The Bridge,Adele,50,pop,2017
New Rules,Dua Lipa,1,pop,2018
The Middle,"Zedd, Maren Morris & Grey",2,pop,2018
Girls Like You,Maroon 5 Featuring Cardi B,3,pop,2018
Perfect,Ed Sheeran,4,pop,2018
Never Be The Same,Camila Cabello,5,pop,2018
Love Lies,Khalid & Normani,6,pop,2018
Better Now,Post Malone,7,pop,2018
Mine,Bazzi,8,pop,2018
Havana,Camila Cabello Featuring Young Thug,9,pop,2018
Back To You,Selena Gomez,10,pop,2018
Friends,Marshmello & Anne-Marie,11,pop,2018
Psycho,Post Malone Featuring Ty Dolla $ign,12,pop,2018
Youngblood,5 Seconds Of Summer,13,pop,2018
No Tears Left To Cry,Ariana Grande,14,pop,2018
Let You Down,NF,15,pop,2018
Bad At Love,Halsey,16,pop,2018
Meant To Be,Bebe Rexha & Florida Georgia Line,17,pop,2018
Delicate,Taylor Swift,18,pop,2018
Him & I,G-Eazy & Halsey,19,pop,2018
Finesse,Bruno Mars & Cardi B,20,pop,2018
I Like It,"Cardi B, Bad Bunny & J Balvin",21,pop,2018
I Like Me Better,Lauv,22,pop,2018
Pray For Me,The Weeknd & Kendrick Lamar,23,pop,2018
Lights Down Low,MAX Featuring gnash,24,pop,2018
Wolves,Selena Gomez X Marshmello,25,pop,2018
God's Plan,Drake,26,pop,2018
God Is A Woman,Ariana Grande,27,pop,2018
Wait,Maroon 5,28,pop,2018
How Long,Charlie Puth,29,pop,2018
In My Blood,Shawn Mendes,30,pop,2018
Whatever It Takes,Imagine Dragons,31,pop,2018
Rockstar,Post Malone Featuring 21 Savage,32,pop,2018
One Kiss,Calvin Harris & Dua Lipa,33,pop,2018
Thunder,Imagine Dragons,34,pop,2018
In My Feelings,Drake,35,pop,2018
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",36,pop,2018
I'm A Mess,Bebe Rexha,37,pop,2018
Too Good At Goodbyes,Sam Smith,38,pop,2018
Lie,NF,39,pop,2018
Good Old Days,Macklemore Featuring Kesha,40,pop,2018
Lucid Dreams,Juice WRLD,41,pop,2018
What Lovers Do,Maroon 5 Featuring SZA,42,pop,2018
IDGAF,Dua Lipa,43,pop,2018
Nice For What,Drake,44,pop,2018
Happier,Marshmello & Bastille,45,pop,2018
End Game,Taylor Swift Featuring Ed Sheeran & Future,46,pop,2018
Eastside,"benny blanco, Halsey & Khalid",47,pop,2018
Sorry Not Sorry,Demi Lovato,48,pop,2018
Drew Barrymore,Bryce Vine,49,pop,2018
Natural,Imagine Dragons,50,pop,2018
Without Me,Halsey,1,pop,2019
Sucker,Jonas Brothers,2,pop,2019
Eastside,"benny blanco, Halsey & Khalid",3,pop,2019
I Don't Care,Ed Sheeran & Justin Bieber,4,pop,2019
Dancing With A Stranger,Sam Smith & Normani,5,pop,2019
Talk,Khalid,6,pop,2019
High Hopes,Panic! At The Disco,7,pop,2019
Bad Guy,Billie Eilish,8,pop,2019
Wow.,Post Malone,9,pop,2019
Truth Hurts,Lizzo,10,pop,2019
Senorita,Shawn Mendes & Camila Cabello,11,pop,2019
7 Rings,Ariana Grande,12,pop,2019
"Thank U, Next",Ariana Grande,13,pop,2019
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,14,pop,2019
Sweet But Psycho,Ava Max,15,pop,2019
Happier,Marshmello & Bastille,16,pop,2019
If I Can't Have You,Shawn Mendes,17,pop,2019
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,18,pop,2019
Someone You Loved,Lewis Capaldi,19,pop,2019
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,20,pop,2019
Better,Khalid,21,pop,2019
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,22,pop,2019
Goodbyes,Post Malone Featuring Young Thug,23,pop,2019
"Hey Look Ma, I Made It",Panic! At The Disco,24,pop,2019
Breathin,Ariana Grande,25,pop,2019
Beautiful People,Ed Sheeran Featuring Khalid,26,pop,2019
Only Human,Jonas Brothers,27,pop,2019
Youngblood,5 Seconds Of Summer,28,pop,2019
Trampoline,SHAED,29,pop,2019
Love Lies,Khalid & Normani,30,pop,2019
Be Alright,Dean Lewis,31,pop,2019
Sicko Mode,Travis Scott,32,pop,2019
Circles,Post Malone,33,pop,2019
You Need To Calm Down,Taylor Swift,34,pop,2019
Easier,5 Seconds Of Summer,35,pop,2019
Beautiful,Bazzi Featuring Camila Cabello,36,pop,2019
How Do You Sleep?,Sam Smith,37,pop,2019
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,38,pop,2019
Cool,Jonas Brothers,39,pop,2019
Better Now,Post Malone,40,pop,2019
ME!,Taylor Swift Featuring Brendon Urie,41,pop,2019
Girls Like You,Maroon 5 Featuring Cardi B,42,pop,2019
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,43,pop,2019
Boyfriend,Ariana Grande & Social House,44,pop,2019
Time,NF,45,pop,2019
Never Really Over,Katy Perry,46,pop,2019
When The Party's Over,Billie Eilish,47,pop,2019
Speechless,Dan + Shay,48,pop,2019
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",49,pop,2019
Good As Hell,Lizzo,50,pop,2019
Blinding Lights,The Weeknd,1,pop,2020
Adore You,Harry Styles,2,pop,2020
Circles,Post Malone,3,pop,2020
Don't Start Now,Dua Lipa,4,pop,2020
Break My Heart,Dua Lipa,5,pop,2020
Before You Go,Lewis Capaldi,6,pop,2020
Say So,Doja Cat,7,pop,2020
Watermelon Sugar,Harry Styles,8,pop,2020
Intentions,Justin Bieber Featuring Quavo,9,pop,2020
Memories,Maroon 5,10,pop,2020
Hot Girl Bummer,blackbear,11,pop,2020
Falling,Trevor Daniel,12,pop,2020
My Oh My,Camila Cabello Featuring DaBaby,13,pop,2020
Good As Hell,Lizzo,14,pop,2020
Lose You To Love Me,Selena Gomez,15,pop,2020
Roses,SAINt JHN,16,pop,2020
Everything I Wanted,Billie Eilish,17,pop,2020
Roxanne,Arizona Zervas,18,pop,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19,pop,2020
Rockstar,DaBaby Featuring Roddy Ricch,20,pop,2020
Someone You Loved,Lewis Capaldi,21,pop,2020
Dance Monkey,Tones And I,22,pop,2020
Heartless,The Weeknd,23,pop,2020
I Hope,Gabby Barrett Featuring Charlie Puth,24,pop,2020
Supalonely,BENEE Featuring Gus Dapperton,25,pop,2020
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26,pop,2020
Death Bed,Powfu Featuring beabadoobee,27,pop,2020
If The World Was Ending,JP Saxe Featuring Julia Michaels,28,pop,2020
Savage,Megan Thee Stallion,29,pop,2020
ily,Surf Mesa Featuring Emilee,30,pop,2020
Sunday Best,Surfaces,31,pop,2020
Trampoline,SHAED,32,pop,2020
"10,000 Hours",Dan + Shay & Justin Bieber,33,pop,2020
Mood,24kGoldn Featuring iann dior,34,pop,2020
Come & Go,Juice WRLD x Marshmello,35,pop,2020
Only Human,Jonas Brothers,36,pop,2020
Panini,Lil Nas X,37,pop,2020
Be Like That,Kane Brown With Swae Lee & Khalid,38,pop,2020
The Box,Roddy Ricch,39,pop,2020
Rain On Me,Lady Gaga & Ariana Grande,40,pop,2020
Like That,Doja Cat Featuring Gucci Mane,41,pop,2020
The Bones,Maren Morris,42,pop,2020
Kings & Queens,Ava Max,43,pop,2020
Truth Hurts,Lizzo,44,pop,2020
Dynamite,BTS,45,pop,2020
Blueberry Faygo,Lil Mosey,46,pop,2020
You Should Be Sad,Halsey,47,pop,2020
Graveyard,Halsey,48,pop,2020
Toosie Slide,Drake,49,pop,2020
Bang!,AJR,50,pop,2020
Levitating,Dua Lipa,1,pop,2021
Positions,Ariana Grande,2,pop,2021
Save Your Tears,The Weeknd,3,pop,2021
Kiss Me More,Doja Cat Featuring SZA,4,pop,2021
Mood,24kGoldn Featuring iann dior,5,pop,2021
Good 4 U,Olivia Rodrigo,6,pop,2021
34+35,Ariana Grande,7,pop,2021
Montero (Call Me By Your Name),Lil Nas X,8,pop,2021
Deja Vu,Olivia Rodrigo,9,pop,2021
Therefore I Am,Billie Eilish,10,pop,2021
Bad Habits,Ed Sheeran,11,pop,2021
Stay,The Kid LAROI & Justin Bieber,12,pop,2021
Drivers License,Olivia Rodrigo,13,pop,2021
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,14,pop,2021
Go Crazy,Chris Brown & Young Thug,15,pop,2021
My Ex's Best Friend,Machine Gun Kelly X blackbear,16,pop,2021
You Broke Me First.,Tate McRae,17,pop,2021
Without You,The Kid LAROI,18,pop,2021
Holy,Justin Bieber Featuring Chance The Rapper,19,pop,2021
Put Your Records On,Ritt Momney,20,pop,2021
pov,Ariana Grande,21,pop,2021
Lonely,Justin Bieber & benny blanco,22,pop,2021
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),23,pop,2021
You Right,Doja Cat & The Weeknd,24,pop,2021
Kings & Queens,Ava Max,25,pop,2021
Best Friend,Saweetie Featuring Doja Cat,26,pop,2021
What You Know Bout Love,Pop Smoke,27,pop,2021
Industry Baby,Lil Nas X & Jack Harlow,28,pop,2021
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,29,pop,2021
Bang!,AJR,30,pop,2021
Astronaut In The Ocean,Masked Wolf,31,pop,2021
Leave Before You Love Me,Marshmello X Jonas Brothers,32,pop,2021
Arcade,Duncan Laurence,33,pop,2021
We're Good,Dua Lipa,34,pop,2021
Beggin',Maneskin,35,pop,2021
Butter,BTS,36,pop,2021
Golden,Harry Styles,37,pop,2021
Take My Breath,The Weeknd,38,pop,2021
Blinding Lights,The Weeknd,39,pop,2021
Love Again,Dua Lipa,40,pop,2021
You,Regard x Troye Sivan x Tate McRae,41,pop,2021
Traitor,Olivia Rodrigo,42,pop,2021
Anyone,Justin Bieber,43,pop,2021
Telepatia,Kali Uchis,44,pop,2021
Goosebumps,Travis Scott & HVME,45,pop,2021
Heat Waves,Glass Animals,46,pop,2021
I Hope,Gabby Barrett Featuring Charlie Puth,47,pop,2021
A-O-K,Tai Verdes,48,pop,2021
Diamonds,Sam Smith,49,pop,2021
Heartbreak Anniversary,Giveon,50,pop,2021
As It Was,Harry Styles,1,pop,2022
Thats What I Want,Lil Nas X,2,pop,2022
Heat Waves,Glass Animals,3,pop,2022
Stay,The Kid LAROI & Justin Bieber,4,pop,2022
About Damn Time,Lizzo,5,pop,2022
Big Energy,Latto,6,pop,2022
Ghost,Justin Bieber,7,pop,2022
Need To Know,Doja Cat,8,pop,2022
Sunroof,Nicky Youre & dazy,9,pop,2022
First Class,Jack Harlow,10,pop,2022
Easy On Me,Adele,11,pop,2022
Late Night Talking,Harry Styles,12,pop,2022
Woman,Doja Cat,13,pop,2022
I Like You (A Happier Song),Post Malone Featuring Doja Cat,14,pop,2022
Industry Baby,Lil Nas X & Jack Harlow,15,pop,2022
One Right Now,Post Malone & The Weeknd,16,pop,2022
Boyfriend,Dove Cameron,17,pop,2022
abcdefu,GAYLE,18,pop,2022
Shivers,Ed Sheeran,19,pop,2022
Enemy,Imagine Dragons X JID,20,pop,2022
Numb Little Bug,Em Beihold,21,pop,2022
Vegas,Doja Cat,22,pop,2022
Sweetest Pie,Megan Thee Stallion & Dua Lipa,23,pop,2022
Get Into It (Yuh),Doja Cat,24,pop,2022
I Ain't Worried,OneRepublic,25,pop,2022
Running Up That Hill (A Deal With God),Kate Bush,26,pop,2022
Bad Habit,Steve Lacy,27,pop,2022
Bam Bam,Camila Cabello Featuring Ed Sheeran,28,pop,2022
Better Days,NEIKED X Mae Muller X Polo G,29,pop,2022
Bad Habits,Ed Sheeran,30,pop,2022
Fingers Crossed,Lauren Spencer-Smith,31,pop,2022
Cold Heart (PNAU Remix),Elton John & Dua Lipa,32,pop,2022
Thousand Miles,The Kid LAROI,33,pop,2022
She's All I Wanna Be,Tate McRae,34,pop,2022
Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,35,pop,2022
When You're Gone,Shawn Mendes,36,pop,2022
Glimpse Of Us,Joji,37,pop,2022
Good 4 U,Olivia Rodrigo,38,pop,2022
So Good,Halsey,39,pop,2022
Light Switch,Charlie Puth,40,pop,2022
Break My Soul,Beyonce,41,pop,2022
Numb,Marshmello & Khalid,42,pop,2022
Oh My God,Adele,43,pop,2022
Left And Right,Charlie Puth Featuring Jung Kook,44,pop,2022
Love Me More,Sam Smith,45,pop,2022
Music For A Sushi Restaurant,Harry Styles,46,pop,2022
2step,Ed Sheeran Featuring Lil Baby,47,pop,2022
Betty (Get Money),Yung Gravy,48,pop,2022
Happier Than Ever,Billie Eilish,49,pop,2022
2 Be Loved (Am I Ready),Lizzo,50,pop,2022
